id,when,sex,vols,counter
B15909,T2,U,1,1
B15910,T2,F,1,1
B15911,T2,U,1,1
B15912,T2,U,1,1
B15913,T2,F,1,1
B15914,T1,F,1,1
B15915,T1,F,1,1
B15916,T1,F,1,1
B15917,T1,F,1,1
B15918,T1,F,1,1
B15919,T1,F,1,1
B15920,T1,F,1,1
B15921,T1,F,1,1
B15922,T1,F,1,1
B15923,T1,F,1,1
B15924,T1,F,1,1
B15925,T2,F,1,1
B15926,T2,F,1,1
B15927,T2,F,1,1
B15928,T2,M,1,1
B15929,T2,M,1,1
B15930,T2,U,1,1
B15931,T2,M,1,1
B15932,T2,M,1,1
B15933,T2,M,1,1
B15934,T1,F,1,1
B15935,T1,F,1,1
B15936,T1,F,1,1
B15937,T1,F,1,1
B15938,T1,F,1,1
B15939,T2,F,1,1
B15940,T2,F,1,1
B15941,T2,F,1,1
B15942,T2,F,1,1
B15943,T2,F,1,1
B15944,T2,F,1,1
B15945,T2,F,1,1
B15946,T2,F,1,1
B15947,T2,F,1,1
B15948,T2,F,1,1
B15949,T1,F,1,1
B15950,T2,U,1,1
B15951,T1,F,1,1
B15952,T1,F,1,1
B15953,T1,F,1,1
B15954,T1,F,1,1
B15955,T2,F,1,1
B15956,T2,F,1,1
B15957,T2,F,1,1
B15958,T2,F,1,1
B15959,T2,F,1,1
B15960,T2,F,1,1
B15961,T2,F,1,1
B15962,T2,F,1,1
B15963,T3,F,1,1
B15964,T2,F,1,1
B15965,T2,F,1,1
B15966,T2,F,1,1
B15967,T2,F,1,1
B15968,T2,F,1,1
B15969,T2,F,1,1
B15970,T2,F,1,1
B15971,T2,U,1,1
B15972,T2,M,1,1
B15973,T2,F,1,1
B15974,T2,F,1,1
B15975,T2,F,1,1
B15976,T2,U,1,1
B15977,T2,U,1,1
B15978,T2,U,1,1
B15979,T2,U,1,1
B15980,T2,U,1,1
B15981,T2,U,1,1
B15982,T2,U,1,1
B15983,T2,U,1,1
B15984,T2,U,1,1
B15985,T1,F,1,1
B15986,T1,F,1,1
B15987,T1,F,1,1
B15988,T1,F,1,1
B15989,T1,F,1,1
B15990,T1,F,1,1
B15991,T1,F,1,1
B15992,T1,F,1,1
B15993,T1,F,1,1
B15994,T2,F,1,1
B15995,T2,F,1,1
B15996,T2,F,1,1
B15997,T2,F,1,1
B15998,T2,F,1,1
B15999,T2,F,1,1
B16000,T2,F,1,1
B16001,T2,F,1,1
B16002,T2,F,1,1
B16003,T2,F,1,1
B16004,T1,F,1,1
B16005,T2,F,1,1
B16006,T2,F,1,1
B16007,T2,F,1,1
B16008,T2,F,1,1
B16009,T2,F,1,1
B16010,T2,F,1,1
B16011,T2,F,1,1
B16012,T2,F,1,1
B16013,T2,F,1,1
B16014,T2,F,1,1
B16015,T2,F,1,1
B16016,T2,F,1,1
B16017,T2,F,1,1
B16018,T2,F,1,1
B16019,T2,F,1,1
B16020,T2,F,1,1
B16021,T2,F,1,1
B16022,T2,F,1,1
B16023,T2,F,1,1
B16024,T2,F,1,1
B16025,T2,F,1,1
B16026,T2,F,1,1
B16027,T2,F,1,1
B16028,T2,F,1,1
B16029,T2,F,1,1
B16030,T2,F,1,1
B16031,T2,F,1,1
B16032,T2,F,1,1
B16033,T2,F,1,1
B16034,T2,F,1,1
B16035,T2,F,1,1
B16036,T2,F,1,1
B16037,T3,F,1,1
B16038,T3,F,1,1
B16039,T3,F,1,1
B16040,T3,F,1,1
B16041,T3,F,1,1
B16042,T3,F,1,1
B16043,T3,F,1,1
B16044,T3,F,1,1
B16045,T3,F,1,1
B16046,T3,F,1,1
B16047,T2,F,1,1
B16048,T2,U,1,1
B16049,T2,U,1,1
B16050,T2,U,1,1
B16051,T2,U,1,1
B16052,T2,U,1,1
B16053,T2,F,1,1
B16054,T2,M,1,1
B16055,T2,M,1,1
B16056,T2,M,1,1
B16057,T2,M,1,1
B16058,T2,U,1,1
B16059,T2,F,1,1
B16060,T2,U,1,1
B16061,T2,U,1,1
B16062,T2,M,1,1
B16063,T2,M,1,1
B16064,T2,M,1,1
B16065,T3,M,1,1
B16066,T2,F,1,1
B16067,T2,U,1,1
B16068,T2,U,1,1
B16069,T1,M,1,1
B16070,T1,M,1,1
B16071,T2,U,1,1
B16072,T2,F,1,1
B16073,T2,F,1,1
B16074,T2,F,1,1
B16075,T2,F,1,1
B16076,T2,F,1,1
B16077,T2,F,1,1
B16079,T2,F,1,1
B16080,T2,F,1,1
B16081,T2,F,1,1
B16082,T2,F,1,1
B16083,T3,F,1,1
B16084,T1,M,1,1
B16085,T1,M,1,1
B16086,T1,M,1,1
B16087,T2,M,1,1
B16088,T2,M,1,1
B16089,T2,M,1,1
B16090,T1,U,1,1
B16091,T2,M,1,1
B16092,T2,M,1,1
B16093,T2,M,1,1
B16094,T2,M,1,1
B16095,T2,M,1,1
B16096,T2,M,1,1
B16097,T2,U,1,1
B16098,T2,F,1,1
B16099,T2,F,1,1
B16100,T2,F,1,1
B16101,T2,F,1,1
B16102,T2,F,1,1
B16103,T2,F,1,1
B16104,T2,F,1,1
B16105,T1,F,1,1
B16106,T2,F,1,1
B16107,T3,F,1,1
B16108,T3,F,1,1
B16109,T3,F,1,1
B16110,T1,F,3,1
B16111,T1,F,1,1
B16112,T1,F,1,1
B16113,T2,M,1,1
B16114,T1,M,1,1
B16115,T2,U,1,1
B16116,T1,F,1,1
B16117,T1,F,1,1
B16118,T1,F,1,1
B16119,T2,F,1,1
B16120,T2,F,1,1
B16121,T2,F,1,1
B16122,T2,M,1,1
B16123,T2,U,1,1
B16124,T2,M,1,1
B16125,T1,M,1,1
B16126,T2,F,1,1
B16127,T2,M,1,1
B16128,T2,M,1,1
B16129,T2,M,1,1
B16130,T2,M,1,1
B16131,T2,M,1,1
B16132,T2,M,1,1
B16133,T3,M,1,1
B16134,T3,M,1,1
B16135,T3,M,1,1
B16136,T3,M,1,1
B16137,T2,U,1,1
B16138,T2,F,1,1
B16139,T1,F,1,1
B16140,T2,F,1,1
B16141,T1,F,1,1
B16142,T1,F,1,1
B16143,T2,F,1,1
B16144,T2,F,1,1
B16145,T2,F,1,1
B16146,T2,F,1,1
B16147,T1,F,1,1
B16148,T2,F,1,1
B16149,T2,F,1,1
B16150,T2,F,1,1
B16151,T2,F,1,1
B16152,T2,U,1,1
B16153,T1,U,1,1
B16154,T1,U,1,1
B16155,T2,U,1,1
B16156,T1,F,1,1
B16157,T1,F,1,1
B16158,T1,F,1,1
B16159,T3,M,1,1
B16160,T3,M,1,1
B16161,T3,M,1,1
B16162,T3,M,1,1
B16163,T3,M,1,1
B16164,T3,M,1,1
B16165,T3,M,1,1
B16166,T3,M,1,1
B16167,T3,M,1,1
B16168,T4,M,1,1
B16169,T1,M,1,1
B16170,T1,F,1,1
B16171,T1,F,1,1
B16172,T1,F,1,1
B16173,T2,U,1,1
B16174,T2,F,1,1
B16175,T2,U,1,1
B16176,T2,U,1,1
B16177,T2,F,1,1
B16178,T1,F,1,1
B16179,T1,F,1,1
B16180,T1,F,1,1
B16181,T1,F,1,1
B16182,T1,F,1,1
B16183,T2,F,1,1
B16184,T2,F,1,1
B16185,T2,F,1,1
B16186,T1,M,1,1
B16187,T2,M,1,1
B16188,T2,F,1,1
B16189,T2,F,1,1
B16190,T2,F,1,1
B16191,T1,M,1,1
B16192,T1,M,1,1
B16193,T1,M,1,1
B16194,T2,M,1,1
B16195,T2,M,1,1
B16196,T2,M,1,1
B16197,T2,M,1,1
B16198,T2,F,1,1
B16199,T2,M,1,1
B16200,T2,U,1,1
B16201,T2,F,1,1
B16202,T1,M,1,1
B16203,T1,M,1,1
B16204,T1,M,1,1
B16205,T1,M,1,1
B16206,T1,M,1,1
B16207,T2,M,1,1
B16208,T1,M,1,1
B16209,T2,F,1,1
B16210,T2,F,1,1
B16211,T2,F,1,1
B16212,T2,F,1,1
B16213,T2,F,1,1
B16214,T2,F,1,1
B16215,T2,F,1,1
B16216,T2,F,1,1
B16217,T1,M,2,1
B16218,T2,M,1,1
B16219,T1,M,1,1
B16220,T2,M,1,1
B16221,T2,M,1,1
B16222,T2,M,1,1
B16223,T2,F,1,1
B16224,T2,F,1,1
B16225,T1,M,1,1
B16226,T2,F,1,1
B16227,T2,F,1,1
B16228,T2,U,1,1
B16229,T1,F,1,1
B16230,T1,F,1,1
B16231,T1,F,1,1
B16232,T1,F,1,1
B16233,T2,F,1,1
B16234,T2,F,1,1
B16235,T2,F,1,1
B16236,T2,F,1,1
B16237,T2,F,1,1
B16238,T2,F,1,1
B16239,T2,F,1,1
B16240,T2,F,1,1
B16241,T2,F,1,1
B16242,T2,F,1,1
B16243,T2,F,1,1
B16244,T3,F,1,1
B16245,T2,M,1,1
B16246,T2,M,1,1
B16247,T2,M,1,1
B16248,T2,F,1,1
B16249,T2,F,1,1
B16250,T2,M,1,1
B16251,T1,M,1,1
B16252,T1,M,1,1
B16253,T1,M,1,1
B16254,T1,M,1,1
B16255,T1,M,1,1
B16256,T2,M,1,1
B16257,T2,U,1,1
B16258,T2,F,1,1
B16259,T2,U,1,1
B16260,T2,F,1,1
B16261,T2,F,1,1
B16262,T1,U,1,1
B16263,T1,U,1,1
B16264,T1,U,1,1
B16265,T1,U,1,1
B16266,T2,U,1,1
B16267,T2,U,1,1
B16268,T2,U,1,1
B16269,T2,U,1,1
B16270,T2,U,1,1
B16271,T2,U,1,1
B16272,T2,U,1,1
B16273,T2,U,1,1
B16274,T1,F,1,1
B16275,T2,F,1,1
B16276,T2,F,1,1
B16277,T2,M,1,1
B16278,T2,M,1,1
B16279,T2,M,1,1
B16280,T2,M,1,1
B16281,T2,M,1,1
B16282,T2,U,1,1
B16283,T1,U,1,1
B16284,T1,M,1,1
B16285,T2,M,1,1
B16286,T2,M,1,1
B16287,T2,M,1,1
B16288,T2,M,1,1
B16289,T2,M,1,1
B16290,T2,M,1,1
B16291,T2,M,1,1
B16292,T2,U,1,1
B16293,T2,U,1,1
B16294,T2,U,1,1
B16295,T2,U,1,1
B16296,T2,U,1,1
B16297,T1,F,1,1
B16298,T1,F,1,1
B16299,T2,F,1,1
B16300,T2,F,1,1
B16301,T2,F,1,1
B16302,T2,F,1,1
B16303,T2,U,1,1
B16304,T1,F,1,1
B16305,T1,M,1,1
B16306,T2,M,1,1
B16307,T2,M,1,1
B16308,T2,M,1,1
B16309,T2,U,1,1
B16310,T2,F,1,1
B16311,T2,F,1,1
B16312,T2,F,1,1
B16313,T1,M,1,1
B16314,T2,M,1,1
B16315,T2,M,1,1
B16316,T2,M,1,1
B16317,T2,F,1,1
B16318,T2,F,1,1
B16319,T1,F,1,1
B16320,T2,F,1,1
B16321,T1,F,1,1
B16322,T1,F,1,1
B16323,T1,F,1,1
B16324,T1,F,1,1
B16325,T1,F,1,1
B16326,T2,F,1,1
B16327,T1,F,1,1
B16328,T1,F,1,1
B16329,T1,F,1,1
B16330,T2,F,1,1
B16331,T2,F,1,1
B16332,T1,M,1,1
B16333,T1,M,1,1
B16334,T1,M,1,1
B16335,T1,M,1,1
B16336,T1,M,1,1
B16337,T1,M,1,1
B16338,T1,M,1,1
B16339,T1,M,1,1
B16340,T2,M,1,1
B16341,T2,M,1,1
B16342,T2,M,1,1
B16343,T3,M,1,1
B16344,T1,U,1,1
B16345,T1,U,1,1
B16346,T2,U,1,1
B16347,T2,U,1,1
B16348,T2,F,1,1
B16349,T2,F,1,1
B16350,T2,F,1,1
B16351,T2,F,1,1
B16352,T3,F,1,1
B16353,T2,M,1,1
B16354,T1,F,1,1
B16355,T1,F,1,1
B16356,T3,F,1,1
B16357,T1,F,1,1
B16358,T1,F,1,1
B16359,T1,F,1,1
B16360,T1,F,1,1
B16361,T1,F,1,1
B16362,T2,F,1,1
B16363,T2,F,1,1
B16364,T2,F,1,1
B16365,T2,U,1,1
B16366,T1,F,1,1
B16367,T1,F,1,1
B16368,T1,F,1,1
B16369,T1,F,1,1
B16370,T2,U,1,1
B16371,T2,M,1,1
B16372,T1,F,1,1
B16373,T1,F,1,1
B16374,T1,F,1,1
B16375,T1,F,1,1
B16376,T1,F,1,1
B16377,T2,F,1,1
B16378,T2,F,1,1
B16379,T2,F,1,1
B16380,T2,F,1,1
B16381,T2,F,1,1
B16382,T2,F,1,1
B16383,T1,F,1,1
B16384,T2,F,1,1
B16385,T2,F,1,1
B16386,T2,F,1,1
B16387,T2,F,1,1
B16388,T2,U,1,1
B16389,T1,F,1,1
B16390,T2,F,1,1
B16391,T2,F,1,1
B16392,T2,F,1,1
B16393,T2,F,1,1
B16394,T2,F,1,1
B16395,T2,F,1,1
B16396,T2,F,1,1
B16397,T2,F,1,1
B16398,T2,F,1,1
B16399,T2,F,1,1
B16400,T2,F,1,1
B16401,T2,F,1,1
B16402,T2,F,1,1
B16403,T2,F,1,1
B16404,T3,F,1,1
B16405,T3,F,1,1
B16406,T3,F,1,1
B16407,T2,F,1,1
B16408,T2,F,1,1
B16409,T3,M,1,1
B16410,T3,M,1,1
B16411,T3,M,1,1
B16412,T3,M,1,1
B16413,T3,M,1,1
B16414,T3,M,1,1
B16415,T3,M,1,1
B16416,T3,U,1,1
B16417,T3,M,1,1
B16418,T3,M,1,1
B16419,T3,M,1,1
B16420,T3,U,1,1
B16421,T3,U,1,1
B16422,T3,M,1,1
B16423,T3,M,1,1
B16424,T3,U,1,1
B16425,T3,U,1,1
B16426,T3,U,1,1
B16427,T3,M,1,1
B16428,T3,M,1,1
B16429,T3,M,1,1
B16430,T3,U,1,1
B16431,T3,M,1,1
B16432,T3,M,1,1
B16433,T3,M,1,1
B16434,T3,M,1,1
B16435,T3,M,1,1
B16436,T3,M,1,1
B16437,T3,M,1,1
B16438,T3,M,1,1
B16439,T3,M,1,1
B16440,T3,M,1,1
B16441,T3,M,1,1
B16442,T4,M,1,1
B16443,T3,U,1,1
B16444,T3,M,1,1
B16445,T3,M,1,1
B16446,T3,M,1,1
B16447,T3,M,1,1
B16448,T3,M,1,1
B16449,T3,M,1,1
B16450,T3,M,1,1
B16451,T3,M,1,1
B16452,T4,M,1,1
B16453,T3,M,1,1
B16454,T3,M,1,1
B16455,T3,M,1,1
B16456,T4,M,1,1
B16457,T4,U,1,1
B16458,T4,M,1,1
B16459,T3,M,1,1
B16460,T3,M,1,1
B16461,T3,M,1,1
B16462,T3,M,1,1
B16463,T3,M,1,1
B16464,T3,M,1,1
B16465,T3,M,1,1
B16466,T4,M,1,1
B16467,T4,M,1,1
B16468,T4,M,1,1
B16469,T4,M,1,1
B16470,T4,M,1,1
B16471,T3,M,1,1
B16472,T4,M,1,1
B16473,T4,M,1,1
B16474,T3,M,1,1
B16475,T3,M,1,1
B16476,T3,U,1,1
B16477,T3,M,1,1
B16478,T3,M,1,1
B16479,T3,M,1,1
B16480,T4,M,1,1
B16481,T3,U,1,1
B16482,T3,M,1,1
B16483,T3,M,1,1
B16484,T3,M,1,1
B16485,T3,F,1,1
B16486,T3,M,1,1
B16487,T3,U,1,1
B16488,T3,U,1,1
B16489,T3,F,1,1
B16490,T3,U,1,1
B16491,T3,U,1,1
B16492,T3,F,1,1
B16493,T2,F,1,1
B16494,T2,F,1,1
B16495,T2,F,1,1
B16496,T2,F,1,1
B16497,T2,F,1,1
B16498,T2,F,1,1
B16499,T2,F,1,1
B16500,T3,F,1,1
B16501,T3,F,1,1
B16502,T3,F,1,1
B16503,T3,F,1,1
B16504,T3,F,1,1
B16505,T3,F,1,1
B16506,T3,F,1,1
B16507,T3,F,1,1
B16508,T3,F,1,1
B16509,T3,F,1,1
B16510,T3,F,1,1
B16511,T1,U,1,1
B16512,T2,F,1,1
B16513,T2,F,1,1
B16514,T2,F,1,1
B16515,T2,F,1,1
B16516,T2,F,1,1
B16517,T3,F,1,1
B16518,T3,F,1,1
B16519,T3,F,1,1
B16520,T3,F,1,1
B16521,T3,F,1,1
B16522,T3,U,1,1
B16523,T3,M,1,1
B16524,T3,M,1,1
B16525,T3,M,1,1
B16526,T3,F,1,1
B16527,T3,F,1,1
B16528,T3,F,1,1
B16529,T3,F,1,1
B16530,T3,F,1,1
B16531,T3,M,1,1
B16532,T3,U,1,1
B16533,T3,U,1,1
B16534,T2,F,1,1
B16535,T3,F,1,1
B16536,T3,F,1,1
B16537,T3,F,1,1
B16538,T3,F,1,1
B16539,T3,F,1,1
B16540,T3,F,1,1
B16541,T3,F,1,1
B16542,T3,F,1,1
B16543,T3,F,1,1
B16544,T3,F,1,1
B16545,T3,F,1,1
B16546,T3,F,1,1
B16547,T3,F,1,1
B16548,T3,F,1,1
B16549,T3,F,1,1
B16550,T3,F,1,1
B16551,T3,F,1,1
B16552,T3,F,1,1
B16553,T3,F,1,1
B16554,T3,F,1,1
B16555,T3,F,1,1
B16556,T3,F,1,1
B16557,T3,F,1,1
B16558,T3,F,1,1
B16559,T3,F,1,1
B16560,T3,F,1,1
B16561,T4,F,1,1
B16562,T3,U,1,1
B16563,T3,U,1,1
B16564,T3,M,1,1
B16565,T3,M,1,1
B16566,T3,M,1,1
B16567,T3,U,1,1
B16568,T3,M,1,1
B16569,T3,F,1,1
B16570,T3,U,2,1
B16571,T3,U,1,1
B16572,T3,U,1,1
B16573,T2,F,1,1
B16574,T2,F,1,1
B16575,T2,F,1,1
B16576,T3,F,1,1
B16577,T3,F,1,1
B16578,T3,F,1,1
B16579,T3,F,1,1
B16580,T3,F,1,1
B16581,T3,F,1,1
B16582,T3,F,1,1
B16583,T3,F,1,1
B16584,T3,F,1,1
B16585,T3,F,1,1
B16586,T3,F,1,1
B16587,T3,F,1,1
B16588,T3,F,1,1
B16589,T3,F,1,1
B16590,T3,F,1,1
B16591,T3,F,1,1
B16592,T3,F,1,1
B16593,T3,F,1,1
B16594,T3,M,1,1
B16595,T3,F,1,1
B16596,T3,F,1,1
B16597,T3,F,1,1
B16598,T3,F,1,1
B16599,T3,F,1,1
B16600,T3,F,1,1
B16601,T3,F,1,1
B16602,T3,F,1,1
B16603,T3,F,1,1
B16604,T3,F,1,1
B16605,T3,F,1,1
B16606,T3,F,1,1
B16607,T3,F,1,1
B16608,T3,F,1,1
B16609,T3,F,1,1
B16610,T3,F,1,1
B16611,T3,M,1,1
B16612,T3,M,1,1
B16613,T3,F,1,1
B16614,T3,F,1,1
B16615,T3,F,1,1
B16616,T3,F,1,1
B16617,T3,F,1,1
B16618,T3,F,1,1
B16619,T3,F,1,1
B16620,T3,F,1,1
B16621,T3,F,1,1
B16622,T3,F,1,1
B16623,T3,F,1,1
B16624,T3,F,1,1
B16625,T3,F,1,1
B16626,T3,F,1,1
B16627,T3,F,1,1
B16628,T2,M,1,1
B16629,T1,F,1,1
B16630,T1,F,1,1
B16631,T1,F,1,1
B16632,T1,F,1,1
B16633,T1,F,1,1
B16634,T1,F,1,1
B16635,T1,F,1,1
B16636,T2,F,1,1
B16637,T2,F,1,1
B16638,T2,F,1,1
B16639,T2,M,1,1
B16640,T2,M,1,1
B16641,T2,M,1,1
B16642,T2,M,1,1
B16643,T2,M,1,1
B16644,T2,M,1,1
B16645,T2,M,1,1
B16646,T2,M,1,1
B16647,T2,F,1,1
B16648,T2,F,1,1
B16649,T2,F,1,1
B16650,T2,F,1,1
B16651,T2,F,1,1
B16652,T2,M,1,1
B16653,T1,F,1,1
B16654,T1,F,1,1
B16655,T1,F,1,1
B16656,T1,F,1,1
B16657,T1,F,1,1
B16658,T1,F,1,1
B16659,T1,F,1,1
B16660,T1,F,1,1
B16661,T1,F,1,1
B16662,T1,M,2,1
B16663,T1,M,1,1
B16664,T2,F,1,1
B16665,T3,F,1,1
B16666,T3,F,1,1
B16667,T1,M,1,1
B16668,T1,M,1,1
B16669,T1,M,1,1
B16670,T1,M,1,1
B16671,T1,M,1,1
B16672,T1,M,1,1
B16673,T1,M,1,1
B16674,T1,M,1,1
B16675,T2,M,1,1
B16676,T2,M,1,1
B16677,T2,M,1,1
B16678,T3,M,2,1
B16679,T3,M,1,1
B16680,T2,U,1,1
B16681,T1,F,1,1
B16682,T1,M,1,1
B16683,T1,U,1,1
B16684,T1,F,1,1
B16685,T1,F,1,1
B16686,T1,M,1,1
B16687,T1,F,1,1
B16688,T1,F,1,1
B16689,T1,F,1,1
B16690,T1,M,1,1
B16691,T1,M,1,1
B16692,T1,M,1,1
B16693,T1,M,1,1
B16694,T1,U,1,1
B16695,T1,M,1,1
B16696,T1,F,1,1
B16697,T1,M,1,1
B16698,T1,M,1,1
B16699,T1,F,1,1
B16700,T1,F,1,1
B16701,T1,F,1,1
B16702,T1,F,1,1
B16703,T1,F,1,1
B16704,T1,F,1,1
B16705,T1,F,1,1
B16706,T1,F,1,1
B16707,T2,F,1,1
B16708,T3,M,1,1
B16709,T3,M,1,1
B16710,T3,U,1,1
B16711,T2,M,1,1
B16712,T3,M,1,1
B16715,T1,M,1,1
B16716,T1,M,1,1
B16717,T1,M,3,1
B16718,T1,F,1,1
B16719,T1,M,1,1
B16720,T1,M,1,1
B16721,T1,M,1,1
B16722,T1,M,1,1
B16723,T3,U,1,1
B16724,T3,U,1,1
B16725,T3,F,1,1
B16726,T3,U,1,1
B16727,T2,U,1,1
B16728,T2,F,1,1
B16729,T3,F,1,1
B16730,T3,F,1,1
B16731,T3,F,1,1
B16732,T3,F,1,1
B16733,T2,F,1,1
B16734,T3,F,1,1
B16735,T3,F,1,1
B16736,T4,F,1,1
B16737,T1,F,1,1
B16738,T3,F,1,1
B16739,T3,F,1,1
B16740,T3,U,1,1
B16741,T3,U,1,1
B16742,T2,U,3,1
B16743,T2,U,1,1
B16744,T2,U,1,1
B16745,T3,M,1,1
B16746,T3,F,1,1
B16747,T3,F,1,1
B16748,T3,F,1,1
B16749,T3,F,1,1
B16750,T2,U,3,1
B16751,T2,F,1,1
B16752,T2,F,1,1
B16753,T3,M,1,1
B16754,T3,U,1,1
B16755,T2,M,1,1
B16756,T3,M,1,1
B16757,T3,M,1,1
B16758,T3,M,1,1
B16759,T3,M,1,1
B16760,T3,M,1,1
B16761,T3,M,1,1
B16762,T3,M,1,1
B16763,T3,M,1,1
B16764,T3,M,1,1
B16765,T3,M,1,1
B16766,T3,M,1,1
B16767,T3,M,1,1
B16768,T3,M,1,1
B16769,T3,M,1,1
B16770,T3,M,1,1
B16771,T3,M,1,1
B16772,T3,M,1,1
B16773,T3,M,1,1
B16774,T3,M,1,1
B16775,T3,M,1,1
B16776,T4,M,1,1
B16777,T4,M,1,1
B16778,T4,M,1,1
B16779,T4,M,1,1
B16780,T4,M,1,1
B16781,T3,M,1,1
B16782,T3,M,1,1
B16783,T3,M,1,1
B16784,T3,M,1,1
B16785,T3,M,1,1
B16786,T3,M,1,1
B16787,T3,M,1,1
B16788,T3,M,1,1
B16789,T1,F,1,1
B16790,T1,F,1,1
B16791,T3,M,1,1
B16792,T3,M,1,1
B16793,T3,M,1,1
B16794,T3,M,1,1
B16795,T3,M,1,1
B16796,T3,M,1,1
B16797,T3,M,1,1
B16798,T3,M,1,1
B16799,T3,M,1,1
B16800,T3,M,1,1
B16801,T3,M,1,1
B16802,T4,M,1,1
B16803,T3,U,1,1
B16804,T3,F,1,1
B16805,T3,F,1,1
B16806,T3,U,2,1
B16807,T3,F,1,1
B16808,T3,F,1,1
B16809,T4,F,1,1
B16810,T4,F,1,1
B16811,T3,F,1,1
B16812,T3,F,1,1
B16813,T3,F,1,1
B16814,T3,F,1,1
B16815,T3,F,1,1
B16816,T3,F,1,1
B16817,T3,F,1,1
B16818,T3,F,1,1
B16819,T3,F,1,1
B16820,T3,F,1,1
B16821,T3,F,1,1
B16822,T3,F,1,1
B16823,T3,F,1,1
B16824,T4,F,1,1
B16825,T3,M,1,1
B16826,T3,M,1,1
B16827,T3,M,1,1
B16828,T3,M,1,1
B16829,T3,M,1,1
B16830,T3,M,1,1
B16831,T3,M,1,1
B16832,T3,M,1,1
B16833,T3,M,1,1
B16834,T3,M,1,1
B16835,T3,M,1,1
B16836,T3,M,1,1
B16837,T2,M,1,1
B16838,T2,M,1,1
B16839,T2,M,1,1
B16840,T3,M,1,1
B16841,T3,M,1,1
B16842,T2,M,1,1
B16843,T2,M,1,1
B16844,T4,F,1,1
B16845,T3,F,1,1
B16846,T4,F,1,1
B16847,T3,F,1,1
B16848,T3,M,1,1
B16849,T3,F,1,1
B16850,T3,F,1,1
B16851,T3,F,1,1
B16852,T3,F,1,1
B16853,T3,F,1,1
B16854,T3,M,1,1
B16855,T4,M,1,1
B16856,T2,M,1,1
B16857,T2,M,1,1
B16858,T2,M,1,1
B16859,T4,M,1,1
B16860,T3,M,1,1
B16861,T4,U,1,1
B16862,T3,M,1,1
B16863,T2,M,1,1
B16864,T1,M,1,1
B16865,T3,U,1,1
B16866,T3,M,1,1
B16867,T3,M,1,1
B16868,T3,F,1,1
B16869,T3,U,1,1
B16870,T3,U,1,1
B16871,T3,M,1,1
B16872,T3,M,1,1
B16873,T2,U,1,1
B16874,T1,M,3,1
B16875,T1,M,2,1
B16876,T1,F,1,1
B16877,T1,F,1,1
B16878,T1,F,1,1
B16879,T3,M,1,1
B16880,T3,M,1,1
B16881,T3,F,1,1
B16882,T3,F,1,1
B16883,T3,M,1,1
B16884,T3,M,1,1
B16885,T2,F,1,1
B16886,T2,F,1,1
B16887,T2,F,1,1
B16888,T2,F,1,1
B16889,T2,F,1,1
B16890,T2,F,1,1
B16891,T2,F,1,1
B16892,T2,F,1,1
B16893,T2,F,1,1
B16894,T3,F,1,1
B16895,T3,F,1,1
B16896,T1,F,1,1
B16897,T1,F,1,1
B16898,T2,M,1,1
B16899,T2,M,1,1
B16900,T2,M,1,1
B16901,T2,M,1,1
B16902,T2,F,1,1
B16903,T2,M,1,1
B16904,T2,M,1,1
B16905,T2,M,1,1
B16906,T2,F,1,1
B16907,T2,F,1,1
B16908,T1,F,1,1
B16909,T2,F,1,1
B16910,T2,F,1,1
B16911,T1,M,1,1
B16912,T2,M,1,1
B16913,T1,M,2,1
B16914,T2,F,1,1
B16915,T2,M,1,1
B16916,T2,M,2,1
B16917,T3,U,1,1
B16918,T3,U,1,1
B16919,T3,U,1,1
B16920,T4,U,1,1
B16921,T4,U,1,1
B16922,T2,F,1,1
B16923,T2,F,1,1
B16924,T2,F,1,1
B16925,T2,F,1,1
B16926,T3,F,1,1
B16927,T3,F,1,1
B16928,T3,F,1,1
B16929,T3,F,1,1
B16930,T3,F,1,1
B16931,T3,F,1,1
B16932,T3,F,1,1
B16933,T3,F,1,1
B16934,T3,F,1,1
B16935,T3,F,1,1
B16936,T3,F,1,1
B16937,T3,F,1,1
B16938,T3,F,1,1
B16939,T3,F,1,1
B16940,T3,F,1,1
B16941,T3,F,1,1
B16942,T3,F,1,1
B16943,T3,F,1,1
B16944,T3,F,1,1
B16945,T3,M,1,1
B16946,T3,M,1,1
B16947,T3,F,1,1
B16948,T3,M,1,1
B16949,T3,M,1,1
B16950,T3,F,1,1
B16951,T3,F,1,1
B16952,T3,F,1,1
B16953,T3,F,1,1
B16954,T2,M,2,1
B16955,T2,F,1,1
B16956,T2,F,3,1
B16957,T3,F,1,1
B16958,T3,F,2,1
B16959,T3,F,1,1
B16960,T3,F,1,1
B16961,T3,F,1,1
B16962,T3,F,1,1
B16963,T4,M,1,1
B16964,T3,M,1,1
B16965,T3,U,1,1
B16966,T3,U,1,1
B16967,T3,F,1,1
B16968,T3,F,1,1
B16969,T3,F,1,1
B16970,T3,F,1,1
B16971,T3,F,1,1
B16972,T3,F,1,1
B16973,T3,F,1,1
B16974,T3,F,1,1
B16975,T3,M,1,1
B16976,T3,M,1,1
B16977,T3,M,1,1
B16978,T3,M,1,1
B16979,T3,M,1,1
B16980,T3,M,1,1
B16981,T4,M,1,1
B16982,T4,M,1,1
B16983,T4,M,1,1
B16984,T3,M,1,1
B16985,T3,M,1,1
B16986,T3,M,1,1
