genre_name	title_id
Historical Novel: Elizabethan	2940
Historical Novel: Medieval	2942
Newgate Novel	2950
Historical Novel: 18th Century	2950
Broadview Editions (2017)	2950
Historical Novel: Elizabethan	2951
Historical Novel: 18th Century	2952
Historical Novel: 17th Century	2953
Historical Novel: Elizabethan	2954
Historical Novel: 17th Century	2955
Historical Novel: 18th Century	2956
Historical Novel: Elizabethan	2957
Historical Novel: 17th Century	2958
Historical Novel: 18th Century	2959
Nautical Novel	2960
Historical Novel: 18th Century	2960
Nautical Novel	2961
Historical Novel: 18th Century	2961
Nautical Novel	2962
Historical Novel: 18th Century	2962
Nautical Novel	2963
Historical Novel: 19th Century	2963
Nautical Novel	2964
Historical Novel: 17th Century	2964
Nautical Novel	2965
Historical Novel: 18th Century	2965
Nautical Novel	2966
Historical Novel: 18th Century	2966
Nautical Novel	2967
Bigamy Novel	2978
Detective Fiction	2978
Character: Governess	2978
Sensation Novel	2978
Penguin Classics (2016)	2978
Broadview Editions (2017)	2978
Oxford World's Classics (2017)	2978
Sensation Novel	2979
Character: Author	2979
Historical Novel: Classical	2993
Character: Author	2994
Oxford World's Classics (2017)	2994
Detective Fiction	2996
Documentary Novels	2997
Sensation Novel	2997
Penguin Classics (2016)	2997
Broadview Editions (2017)	2997
Oxford World's Classics (2017)	2997
Sensation Novel	2999
Character: Artist	2999
Bigamy Novel	3000
Character: Governess	3002
Historical Novel: Medieval	3003
Theatre Novel	3004
Historical Novel: Elizabethan	3004
Sensation Novel	3012
Historical Novel: Elizabethan	3019
Silver-Fork Novel	3024
University Novel	3025
Political Novel	3025
School Novel	3025
Silver-Fork Novel	3026
Four-Volume Novel	3026
Silver-Fork Novel	3027
Factory Novel	3028
University Novel	3028
Oxford World's Classics (2017)	3028
Social Problem Novel	3028
Silver-Fork Novel	3030
Silver-Fork Novel	3031
Historical Novel: Elizabethan	3034
Sensation Novel	3035
Bigamy Novel	3035
Historical Novel: Elizabethan	3036
Historical Novel: 18th Century	3037
Character: Fallen Woman	3037
Penguin Classics (2016)	3037
Broadview Editions (2017)	3037
Oxford World's Classics (2017)	3037
Character: Gypsy	3038
Bildungsroman (male)	3038
Bildungsroman (female)	3038
Penguin Classics (2016)	3038
Broadview Editions (2017)	3038
Oxford World's Classics (2017)	3038
Historical Novel: 18th Century	3041
Historical Novel: Classical	3042
Bigamy Novel	3050
Sensation Novel	3060
Sensation Novel	3062
Historical Novel: 18th Century	3062
Historical Novel: 18th Century	3064
Historical Novel: Elizabethan	3066
Nautical Novel	3071
Historical Novel: Medieval	3071
Historical Novel: Biblical	3072
Historical Novel: 19th Century	3073
Short Stories	3077
Nautical Novel	3081
Nautical Novel	3082
Nautical Novel	3083
Nautical Novel	3084
Short Stories	3087
Sensation Novel	3089
Historical Novel: Elizabethan	3094
Historical Novel: 18th Century	3095
Sensation Novel	3096
Historical Novel: Medieval	3099
Historical Novel: Elizabethan	3101
Character: Governess	3106
Silver-Fork Novel	3108
Silver-Fork Novel	3109
Silver-Fork Novel	3110
Short Stories	3110
Character: Gypsy	3112
Character: Author	3112
Historical Novel: 18th Century	3113
Historical Novel: Elizabethan	3114
Historical Novel: Elizabethan	3115
Historical Novel: 17th Century	3118
Historical Novel: Medieval	3125
Character: Artist	3128
Documentary Novels	3128
Penguin Classics (2016)	3128
Broadview Editions (2017)	3128
Oxford World's Classics (2017)	3128
Character: Governess	3129
Bigamy Novel	3129
West Indian Novel	3129
School Novel	3129
Bildungsroman (female)	3129
Penguin Classics (2016)	3129
Broadview Editions (2017)	3129
Oxford World's Classics (2017)	3129
Character: Suicide	3129
Social Problem Novel	3129
Factory Novel	3130
Penguin Classics (2016)	3130
Oxford World's Classics (2017)	3130
Social Problem Novel	3130
School Novel	3131
Penguin Classics (2016)	3131
Broadview Editions (2017)	3131
Oxford World's Classics (2017)	3131
Theatre Novel	3136
Silver-Fork Novel	3138
Historical Novel: Elizabethan	3140
Theatre Novel	3141
Historical Novel: Elizabethan	3141
Historical Novel: Medieval	3142
Historical Novel: Elizabethan	3143
Silver-Fork Novel	3146
Silver-Fork Novel	3147
Silver-Fork Novel	3148
Historical Novel: 17th Century	3155
Sporting Novel	3158
Historical Novel: 17th Century	3161
Historical Novel: 17th Century	3162
Nautical Novel	3163
Nautical Novel	3164
Nautical Novel	3165
Nautical Novel	3167
Historical Novel: 17th Century	3171
Nautical Novel	3172
Nautical Novel	3173
Nautical Novel	3174
Nautical Novel	3175
Short Stories	3176
Historical Novel: Elizabethan	3182
Historical Novel: Elizabethan	3184
Historical Novel: 18th Century	3185
Historical Novel: Classical	3186
Bigamy Novel	3192
Historical Novel: Elizabethan	3193
Nautical Novel	3194
Nautical Novel	3195
Nautical Novel	3197
Nautical Novel	3198
Historical Novel: Elizabethan	3198
Penguin Classics (2016)	3203
Nautical Novel	3205
Bigamy Novel	3210
Character: Governess	3211
Historical Novel: Elizabethan	3212
Historical Novel: 17th Century	3213
Bigamy Novel	3213
Short Stories	3230
Silver-Fork Novel	3231
Short Stories	3231
Historical Novel: Elizabethan	3240
Historical Novel: 18th Century	3241
Newgate Novel	3244
Character: Fallen Woman	3244
Penguin Classics (2016)	3244
Broadview Editions (2017)	3244
Oxford World's Classics (2017)	3244
Social Problem Novel	3244
Australian Novel	3245
Sensation Novel	3245
Penguin Classics (2016)	3245
Broadview Editions (2017)	3245
Oxford World's Classics (2017)	3245
Character: Doctor	3247
Sensation Novel	3254
Sensation Novel	3255
Sensation Novel	3257
Australian Novel	3262
Nautical Novel	3263
Historical Novel: 18th Century	3264
South African Novel	3267
Historical Novel: Elizabethan	3269
Historical Novel: 18th Century	3272
Historical Novel: 19th Century	3275
Character: Musician	3279
Jewish Novel	3279
Bigamy Novel	3284
Short Stories	3289
Mesmerism	3293
Historical Novel: 17th Century	3298
Military Fiction	3299
Historical Novel: Medieval	3301
Sensation Novel	3308
Historical Novel: Medieval	3310
Historical Novel: 17th Century	3317
Historical Novel: Elizabethan	3319
Sensation Novel	3324
Sensation Novel	3325
Historical Novel: Medieval	3329
Sensation Novel	3332
Character: Fallen Woman	3334
Character: Governess	3334
Penguin Classics (2016)	3334
Oxford World's Classics (2017)	3334
Social Problem Novel	3334
Military Fiction	3336
Historical Novel: 19th Century	3336
Historical Novel: Elizabethan	3337
Character: Author	3338
Historical Novel: 17th Century	3339
Silver-Fork Novel	3346
Sensation Novel	3346
Character: Governess	3347
Bigamy Novel	3367
Sensation Novel	3367
Sensation Novel	3369
Sensation Novel	3370
Historical Novel: Elizabethan	3380
Silver-Fork Novel	3381
Historical Novel: 17th Century	3387
Nautical Novel	3390
Historical Novel: Elizabethan	3396
Nautical Novel	3397
Nautical Novel	3398
Historical Novel: Medieval	3410
Nautical Novel	3412
Nautical Novel	3413
Historical Novel: 18th Century	3414
Character: Author	3421
Silver-Fork Novel	3428
Silver-Fork Novel	3429
Character: Author	3429
Short Stories	3430
Silver-Fork Novel	3431
Silver-Fork Novel	3433
Short Stories	3434
Silver-Fork Novel	3435
Historical Novel: 18th Century	3435
Short Stories	3436
Silver-Fork Novel	3437
Silver-Fork Novel	3438
Silver-Fork Novel	3439
Silver-Fork Novel	3440
Silver-Fork Novel	3441
Silver-Fork Novel	3442
Silver-Fork Novel	3443
Social Problem Novel	3443
Silver-Fork Novel	3444
Silver-Fork Novel	3445
Short Stories	3446
Silver-Fork Novel	3447
Silver-Fork Novel	3448
Short Stories	3449
Political Novel	3450
Silver-Fork Novel	3450
Historical Novel: 17th Century	3451
Short Stories	3451
Silver-Fork Novel	3452
Silver-Fork Novel	3453
Silver-Fork Novel	3453
Silver-Fork Novel	3454
Silver-Fork Novel	3455
Silver-Fork Novel	3456
Silver-Fork Novel	3457
Short Stories	3459
Silver-Fork Novel	3461
Historical Novel: 18th Century	3462
Silver-Fork Novel	3464
Short Stories	3467
Short Stories	3470
Short Stories	3471
Short Stories	3472
Nautical Novel	3486
Short Stories	3487
Indian Novel	3488
Character: Artist	3489
Penguin Classics (2016)	3489
Oxford World's Classics (2017)	3489
Historical Novel: Medieval	3490
Historical Novel: 19th Century	3491
Silver-Fork Novel	3491
Historical Novel: Medieval	3492
Historical Novel: Elizabethan	3493
Character: Author	3495
Historical Novel: 17th Century	3498
Historical Novel: 17th Century	3499
Historical Novel: Classical	3500
University Novel	3502
Historical Novel: 17th Century	3504
University Novel	3506
University Novel	3508
Sensation Novel	3510
Historical Novel: 18th Century	3511
Historical Novel: 18th Century	3512
Historical Novel: Elizabethan	3514
Historical Novel: Elizabethan	3515
Silver-Fork Novel	3522
Silver-Fork Novel	3524
Silver-Fork Novel	3525
Silver-Fork Novel	3526
Silver-Fork Novel	3527
Silver-Fork Novel	3528
Silver-Fork Novel	3529
Newgate Novel	3529
Silver-Fork Novel	3530
Silver-Fork Novel	3533
Nautical Novel	3542
Nautical Novel	3543
Nautical Novel	3544
Nautical Novel	3545
Historical Novel: 17th Century	3545
Nautical Novel	3546
Theatre Novel	3553
Deceased Wife's Sister Novel	3554
Historical Novel: Medieval	3558
Historical Novel: 17th Century	3563
Historical Novel: Medieval	3564
Historical Novel: Medieval	3565
Historical Novel: Elizabethan	3566
Sensation Novel	3569
Historical Novel: Elizabethan	3571
Historical Novel: Medieval	3573
Historical Novel: Elizabethan	3574
Historical Novel: 17th Century	3575
Historical Novel: 17th Century	3576
Historical Novel: Classical	3577
Historical Novel: 18th Century	3578
Bigamy Novel	3578
Historical Novel: 18th Century	3579
Historical Novel: Elizabethan	3580
Historical Novel: 17th Century	3583
Historical Novel: 17th Century	3584
Historical Novel: Elizabethan	3586
Historical Novel: 18th Century	3587
Historical Novel: Medieval	3588
Historical Novel: Elizabethan	3589
Historical Novel: 17th Century	3590
Historical Novel: Medieval	3595
Historical Novel: 17th Century	3596
Historical Novel: 17th Century	3597
Historical Novel: Elizabethan	3598
Historical Novel: 17th Century	3599
Historical Novel: 18th Century	3600
Gothic Novel	3602
Historical Novel: Medieval	3602
Historical Novel: 18th Century	3605
Historical Novel: Medieval	3606
Historical Novel: 18th Century	3608
Historical Novel: 17th Century	3609
Historical Novel: 17th Century	3610
Historical Novel: 18th Century	3612
Historical Novel: 18th Century	3614
Historical Novel: Elizabethan	3617
Historical Novel: 18th Century	3618
Nautical Novel	3620
Nautical Novel	3621
Historical Novel: Medieval	3626
Historical Novel: 17th Century	3627
Factory Novel	3629
Social Problem Novel	3629
West Indian Novel	3633
Historical Novel: Elizabethan	3636
Historical Novel: Elizabethan	3637
Sensation Novel	3638
Historical Novel: 17th Century	3639
Historical Novel: Medieval	3640
Historical Novel: Medieval	3645
Short Stories	3648
Short Stories	3651
Historical Novel: Medieval	3658
Sporting Novel	3659
Character: Mentally Ill	3659
Sporting Novel	3660
Political Novel	3660
Silver-Fork Novel	3661
West Indian Novel	3663
Nautical Novel	3673
Historical Novel: 17th Century	3673
Historical Novel: 17th Century	3680
Short Stories	3680
Historical Novel: Elizabethan	3684
Science Fiction	3686
Sensation Novel	3687
Historical Novel: 18th Century	3690
Short Stories	3690
Historical Novel: 17th Century	3692
Bigamy Novel	3699
Broadview Editions (2017)	3700
Character: Artist	3702
West Indian Novel	3702
Prison Novel	3704
Documentary Novels	3704
Sensation Novel	3704
Short Stories	3705
Historical Novel: Elizabethan	3715
Theatre Novel	3719
Historical Novel: Elizabethan	3720
Historical Novel: Elizabethan	3721
Sensation Novel	3722
Short Stories	3728
University Novel	3732
Australian Novel	3733
Sensation Novel	3733
Historical Novel: Classical	3741
Sensation Novel	3743
Sensation Novel	3751
Historical Novel: 18th Century	3753
Short Stories	3754
Silver-Fork Novel	3768
Bigamy Novel	3768
Sensation Novel	3770
Historical Novel: Medieval	3779
Sensation Novel	3786
Short Stories	3788
Bigamy Novel	3790
Silver-Fork Novel	3792
Historical Novel: Medieval	3793
Historical Novel: Classical	3794
Character: Author	3795
Australian Novel	3795
Newgate Novel	3796
Silver-Fork Novel	3797
Historical Novel: Medieval	3798
Newgate Novel	3799
Historical Novel: Medieval	3800
Silver-Fork Novel	3802
Silver-Fork Novel	3803
Newgate Novel	3803
Silver-Fork Novel	3804
Newgate Novel	3805
Newgate Novel	3806
Silver-Fork Novel	3806
Silver-Fork Novel	3807
Silver-Fork Novel	3811
Silver-Fork Novel	3812
Silver-Fork Novel	3814
Silver-Fork Novel	3815
Silver-Fork Novel	3816
Silver-Fork Novel	3817
Historical Novel: 18th Century	3817
Nautical Novel	3822
Character: Doctor	3829
Political Novel	3830
Historical Novel: 18th Century	3834
Historical Novel: Medieval	3838
Historical Novel: Medieval	3839
Historical Novel: Medieval	3841
Historical Novel: Elizabethan	3842
Historical Novel: Medieval	3843
Historical Novel: 18th Century	3846
Historical Novel: Elizabethan	3852
Historical Novel: Classical	3856
Historical Novel: Elizabethan	3858
Nautical Novel	3861
Historical Novel: Elizabethan	3861
Nautical Novel	3862
Political Novel	3863
Historical Novel: 18th Century	3863
Nautical Novel	3865
Historical Novel: 18th Century	3865
Nautical Novel	3866
Historical Novel: 17th Century	3871
Historical Novel: 17th Century	3872
Short Stories	3878
Historical Novel: Biblical	3879
Historical Novel: Classical	3880
Short Stories	3880
Silver-Fork Novel	3882
Newgate Novel	3882
Historical Novel: Elizabethan	3885
Sensation Novel	3890
Silver-Fork Novel	3890
Historical Novel: 17th Century	3896
Silver-Fork Novel	3897
Historical Novel: Elizabethan	3898
Sensation Novel	3902
Silver-Fork Novel	3903
Historical Novel: Elizabethan	3904
Historical Novel: 18th Century	3905
Historical Novel: Medieval	3906
Historical Novel: Elizabethan	3908
Historical Novel: Medieval	3909
Historical Novel: 17th Century	3910
Historical Novel: Medieval	3911
Historical Novel: Elizabethan	3912
Historical Novel: Elizabethan	3914
Nautical Novel	3917
Nautical Novel	3918
Newgate Novel	3920
Nautical Novel	3921
Newgate Novel	3924
Nautical Novel	3925
Newgate Novel	3927
Nautical Novel	3927
Military Fiction	3929
Short Stories	3930
Nautical Novel	3931
Nautical Novel	3932
Historical Novel: 18th Century	3933
Historical Novel: 18th Century	3934
Historical Novel: 18th Century	3935
Character: Doctor	3936
Historical Novel: 18th Century	3937
Military Fiction	3940
Historical Novel: 19th Century	3940
Short Stories	3940
Military Fiction	3943
Sensation Novel	3944
Sensation Novel	3945
Nautical Novel	3947
Penguin Classics (2016)	3947
Oxford World's Classics (2017)	3947
Nautical Novel	3948
Deceased Wife's Sister Novel	3954
Short Stories	3964
Historical Novel: Medieval	3969
Historical Novel: Elizabethan	3975
Historical Novel: Elizabethan	3977
Newgate Novel	3978
Historical Novel: Elizabethan	3979
Australian Novel	3980
Historical Novel: 17th Century	3981
Military Fiction	3984
Nautical Novel	3985
Nautical Novel	3987
Nautical Novel	3988
Nautical Novel	3989
Nautical Novel	3990
Nautical Novel	3991
Nautical Novel	3992
Nautical Novel	3993
Historical Novel: 18th Century	3994
Prison Novel	3995
Historical Novel: Medieval	3997
Sensation Novel	4003
Short Stories	4004
Newgate Novel	4005
Historical Novel: 18th Century	4005
Historical Novel: 18th Century	4007
Historical Novel: 17th Century	4008
Historical Novel: Medieval	4017
Historical Novel: 17th Century	4025
Historical Novel: Elizabethan	4026
Historical Novel: Elizabethan	4027
Sensation Novel	4028
Historical Novel: Classical	4031
Historical Novel: 17th Century	4032
Historical Novel: Elizabethan	4036
Historical Novel: Elizabethan	4038
Historical Novel: Medieval	4039
Short Stories	4039
Silver-Fork Novel	4040
Indian Novel	4041
Historical Novel: 18th Century	4044
Historical Novel: 17th Century	4046
Historical Novel: Medieval	4047
Historical Novel: Medieval	4050
Short Stories	4052
Sensation Novel	4053
Bigamy Novel	4054
Character: Fallen Woman	4054
Sensation Novel	4056
Sensation Novel	4064
Prison Novel	4065
Character: Suicide	4065
Social Problem Novel	4065
Bigamy Novel	4065
Bigamy Novel	4076
Sensation Novel	4079
Short Stories	4081
Sensation Novel	4084
Bigamy Novel	4085
Sensation Novel	4085
Silver-Fork Novel	4085
Character: Governess	4096
Bigamy Novel	4096
Historical Novel: Medieval	4100
Indian Novel	4101
Indian Novel	4102
Historical Novel: 18th Century	4103
Historical Novel: 17th Century	4106
Historical Novel: 17th Century	4107
Sensation Novel	4108
Historical Novel: 18th Century	4110
Historical Novel: Elizabethan	4112
Historical Novel: 18th Century	4113
Chronicles of Barsetshire	4118
Penguin Classics (2016)	4118
Oxford World's Classics (2017)	4118
Political Novel	4120
Character: Suicide	4120
Bigamy Novel	4121
Chronicles of Barsetshire	4122
Character: Doctor	4122
University Novel	4122
Oxford World's Classics (2017)	4122
Chronicles of Barsetshire	4123
University Novel	4123
Character: Disabled	4123
Penguin Classics (2016)	4123
Oxford World's Classics (2017)	4123
Historical Novel: 18th Century	4125
Nautical Novel	4133
Historical Novel: Medieval	4135
Historical Novel: 18th Century	4140
Historical Novel: 18th Century	4142
Historical Novel: 17th Century	4143
Historical Novel: 18th Century	4144
Short Stories	4145
Short Stories	4150
Historical Novel: Elizabethan	4151
Indian Novel	4154
Historical Novel: 17th Century	4154
Historical Novel: Elizabethan	4157
Historical Novel: 18th Century	4159
Historical Novel: 17th Century	4160
Factory Novel	4163
Social Problem Novel	4163
Social Problem Novel	4165
Silver-Fork Novel	4170
Historical Novel: 17th Century	4194
Nautical Novel	4195
Silver-Fork Novel	4199
Prison Novel	4200
Short Stories	4200
Military Fiction	4201
Short Stories	4201
University Novel	4203
Sensation Novel	4203
Bigamy Novel	4203
Historical Novel: 18th Century	4204
Historical Novel: Classical	4205
University Novel	4207
Short Stories	4210
Historical Novel: 17th Century	4211
Historical Novel: 17th Century	4227
Historical Novel: 18th Century	4228
Historical Novel: 17th Century	4229
Historical Novel: 18th Century	4232
Historical Novel: 17th Century	4233
Historical Novel: 17th Century	4246
Historical Novel: 18th Century	4249
Historical Novel: Elizabethan	4252
Sensation Novel	4254
Military Fiction	4256
Historical Novel: 19th Century	4256
Indian Novel	4258
University Novel	4264
Historical Novel: Classical	4274
Australian Novel	4276
Short Stories	4277
Historical Novel: 17th Century	4280
Historical Novel: 18th Century	4281
Historical Novel: Medieval	4282
Theatre Novel	4283
Broadview Editions (2017)	4284
Sensation Novel	4291
Newgate Novel	4292
Canadian Novel	4293
School Novel	4295
Newgate Novel	4297
Historical Novel: 17th Century	4299
Mesmerism	4301
Short Stories	4306
Historical Novel: 17th Century	4308
Historical Novel: 17th Century	4311
Silver-Fork Novel	4315
Australian Novel	4316
Historical Novel: 18th Century	4318
Historical Novel: 18th Century	4321
Historical Novel: 17th Century	4322
Sensation Novel	4324
Bigamy Novel	4328
University Novel	4328
Historical Novel: 18th Century	4329
Unfinished Serializations	4330
Historical Novel: Elizabethan	4331
Silver-Fork Novel	4333
Historical Novel: 18th Century	4336
Historical Novel: 18th Century	4337
Historical Novel: 17th Century	4342
Historical Novel: Elizabethan	4343
Historical Novel: Elizabethan	4348
Historical Novel: 17th Century	4349
Historical Novel: 17th Century	4350
Historical Novel: 18th Century	4357
Sensation Novel	4360
Detective Fiction	4360
School Novel	4360
Bigamy Novel	4361
Character: Governess	4361
Sensation Novel	4361
Broadview Editions (2017)	4361
Oxford World's Classics (2017)	4361
Sensation Novel	4362
Bigamy Novel	4364
Historical Novel: Elizabethan	4368
Silver-Fork Novel	4369
Historical Novel: Elizabethan	4374
Historical Novel: Elizabethan	4375
Silver-Fork Novel	4386
Silver-Fork Novel	4388
Four-Volume Novel	4388
Historical Novel: Medieval	4389
Sensation Novel	4394
Sensation Novel	4395
Historical Novel: 17th Century	4398
Historical Novel: 17th Century	4399
Nautical Novel	4400
Historical Novel: 17th Century	4400
Historical Novel: Classical	4403
Bigamy Novel	4404
Newgate Novel	4407
Historical Novel: Elizabethan	4408
Sensation Novel	4418
Bigamy Novel	4418
Bigamy Novel	4422
Theatre Novel	4422
Sensation Novel	4422
Broadview Editions (2017)	4422
Oxford World's Classics (2017)	4422
Character: Author	4427
Oxford World's Classics (2017)	4427
New Woman Novel	4433
Character: Governess	4434
Character: Suicide	4434
Sensation Novel	4444
Sporting Novel	4458
Character: Governess	4459
Sensation Novel	4467
Short Stories	4470
Unfinished Serializations	4471
Sensation Novel	4471
Broadview Editions (2017)	4471
Character: Artist	4473
Sensation Novel	4474
Sensation Novel	4475
Bigamy Novel	4478
Deceased Wife's Sister Novel	4484
New Woman Novel	4484
Character: Fallen Woman	4484
Penguin Classics (2016)	4484
Broadview Editions (2017)	4484
Oxford World's Classics (2017)	4484
Sensation Novel	4485
Sensation Novel	4486
Nautical Novel	4486
Nautical Novel	4499
Character: Suicide	4503
New Woman Novel	4504
Sensation Novel	4512
Bigamy Novel	4515
New Woman Novel	4519
Nautical Novel	4527
Nautical Novel	4528
Nautical Novel	4529
Sensation Novel	4530
Nautical Novel	4530
Nautical Novel	4531
Nautical Novel	4532
Nautical Novel	4533
Nautical Novel	4534
Sensation Novel	4536
Bigamy Novel	4536
Sensation Novel	4539
New Woman Novel	4540
Bigamy Novel	4542
Sensation Novel	4545
Nautical Novel	4556
Sensation Novel	4560
New Woman Novel	4565
Character: Artist	4565
Science Fiction	4567
Australian Novel	4569
Australian Novel	4570
Historical Novel: 18th Century	4580
Bigamy Novel	4580
Bigamy Novel	4586
Theatre Novel	4590
Sensation Novel	4591
Broadview Editions (2017)	4591
Historical Novel: Classical	4592
Historical Novel: Biblical	4592
Indian Novel	4607
Indian Novel	4609
Sensation Novel	4610
Indian Novel	4611
Sensation Novel	4621
Character: Artist	4627
Character: Author	4629
Social Problem Novel	4632
Sensation Novel	4634
Jewish Novel	4637
Character: Disabled	4637
Australian Novel	4637
Character: Suicide	4637
Character: Fallen Woman	4637
Sensation Novel	4651
Character: Author	4652
Penguin Classics (2016)	4652
Broadview Editions (2017)	4652
Oxford World's Classics (2017)	4652
University Novel	4653
New Woman Novel	4654
Penguin Classics (2016)	4654
Broadview Editions (2017)	4654
Oxford World's Classics (2017)	4654
Character: Author	4655
Sensation Novel	4659
Deceased Wife's Sister Novel	4663
Bigamy Novel	4664
Bigamy Novel	4674
Sporting Novel	4683
Sporting Novel	4686
Sensation Novel	4699
Historical Novel: 17th Century	4705
Sensation Novel	4706
Bigamy Novel	4719
Character: Author	4728
Character: Governess	4731
Sensation Novel	4734
Australian Novel	4740
University Novel	4755
Character: Author	4763
Bigamy Novel	4767
Sensation Novel	4770
Character: Artist	4788
Character: Suicide	4788
Broadview Editions (2017)	4789
Political Novel	4790
Historical Novel: Classical	4795
Historical Novel: 18th Century	4805
Bigamy Novel	4814
Sensation Novel	4817
New Woman Novel	4827
Character: Governess	4827
South African Novel	4829
Australian Novel	4832
Sensation Novel	4834
New Woman Novel	4842
New Woman Novel	4843
Australian Novel	4847
Sensation Novel	4848
Sensation Novel	4859
Australian Novel	4859
Australian Novel	4860
Australian Novel	4865
Historical Novel: 17th Century	4875
Historical Novel: Medieval	4876
Character: Artist	4878
Mesmerism	4878
Broadview Editions (2017)	4878
Oxford World's Classics (2017)	4878
Bigamy Novel	4884
Historical Novel: 17th Century	4885
Bigamy Novel	4886
Indian Novel	4887
New Woman Novel	4888
New Woman Novel	4889
Character: Author	4889
New Woman Novel	4903
Nautical Novel	4911
Bigamy Novel	4923
Bigamy Novel	4946
Australian Novel	4950
Character: Suicide	4950
Character: Governess	4951
Circus Novel	4955
Character: Disabled	4958
Military Fiction	4959
Australian Novel	4960
University Novel	4962
University Novel	4965
Sensation Novel	4966
Australian Novel	4967
Australian Novel	4968
Theatre Novel	4991
Canadian Novel	4999
New Woman Novel	5011
Character: Doctor	5011
Theatre Novel	5019
University Novel	5025
Theatre Novel	5029
Sensation Novel	5032
Character: Author	5033
Jewish Novel	5033
Slum Fiction	5033
Sensation Novel	5035
Nautical Novel	5035
Sensation Novel	5036
Sensation Novel	5041
Historical Novel: 18th Century	5049
Character: Author	5051
Bigamy Novel	5057
Historical Novel: 18th Century	5060
Historical Novel: 18th Century	5061
Sensation Novel	5062
Bigamy Novel	5067
Historical Novel: Classical	5068
Nautical Novel	5073
Sensation Novel	5074
Sensation Novel	5075
Sensation Novel	5078
Sensation Novel	5079
Sensation Novel	5081
Theatre Novel	5084
Bigamy Novel	5084
Sensation Novel	5087
Sensation Novel	5088
Sensation Novel	5090
Sensation Novel	5091
Historical Novel: 18th Century	5093
Detective Fiction	5096
Sensation Novel	5101
Bigamy Novel	5101
Sensation Novel	5103
Bigamy Novel	5103
Sensation Novel	5104
Sensation Novel	5109
Sensation Novel	5114
Sensation Novel	5121
Sensation Novel	5122
Sensation Novel	5124
Sensation Novel	5126
Historical Novel: 18th Century	5128
Bigamy Novel	5129
Sensation Novel	5135
Sensation Novel	5141
University Novel	5145
Sensation Novel	5146
Character: Artist	5148
Character: Gypsy	5148
Sensation Novel	5148
Short Stories	5153
Character: Governess	5154
Bigamy Novel	5154
Sensation Novel	5154
Sensation Novel	5160
Sensation Novel	5161
Sensation Novel	5163
Sensation Novel	5165
Character: Governess	5166
Sensation Novel	5167
Historical Novel: 17th Century	5171
Character: Fallen Woman	5172
Sensation Novel	5173
Short Stories	5180
Sensation Novel	5180
Sensation Novel	5185
Sensation Novel	5186
Sensation Novel	5187
Silver-Fork Novel	5190
Historical Novel: 18th Century	5191
Character: Alcoholic	5193
Short Stories	5201
Sensation Novel	5203
Sensation Novel	5206
Sensation Novel	5211
Historical Novel: 18th Century	5218
Sensation Novel	5219
Theatre Novel	5224
Sensation Novel	5224
Sensation Novel	5230
Sensation Novel	5237
Sensation Novel	5238
Sensation Novel	5240
Theatre Novel	5241
Detective Fiction	5241
Australian Novel	5243
Short Stories	5243
Sensation Novel	5244
Sensation Novel	5247
Penguin Classics (2016)	5249
Short Stories	5253
Russian Novel	5254
Historical Novel: Elizabethan	5254
Russian Novel	5255
Historical Novel: 18th Century	5255
Historical Novel: Elizabethan	5260
Silver-Fork Novel	5261
Nautical Novel	5264
Nautical Novel	5265
Historical Novel: Medieval	5267
Historical Novel: Elizabethan	5268
Short Stories	5270
Historical Novel: 17th Century	5271
Historical Novel: 17th Century	5273
Short Stories	5274
Social Problem Novel	5278
Historical Novel: Elizabethan	5280
Nautical Novel	5281
Historical Novel: 17th Century	5282
Nautical Novel	5286
Historical Novel: Elizabethan	5289
Sensation Novel	5291
Bigamy Novel	5291
Sporting Novel	5292
Sensation Novel	5295
Detective Fiction	5295
Sensation Novel	5296
Detective Fiction	5296
Sensation Novel	5297
Short Stories	5298
Sensation Novel	5299
Sensation Novel	5301
Antivivisection Fiction	5301
Sensation Novel	5303
Sensation Novel	5308
Sensation Novel	5312
Bigamy Novel	5322
Nautical Novel	5323
Historical Novel: Elizabethan	5334
Short Stories	5338
Silver-Fork Novel	5339
Short Stories	5342
Short Stories	5344
Historical Novel: Elizabethan	5347
Historical Novel: 17th Century	5350
Historical Novel: 17th Century	5351
Nautical Novel	5353
Historical Novel: 17th Century	5354
Social Problem Novel	5356
Character: Suicide	5356
Sensation Novel	5359
Sensation Novel	5364
Sensation Novel	5365
Four-Volume Novel	5373
Historical Novel: 17th Century	5373
Sensation Novel	5377
Sensation Novel	5381
Sensation Novel	5384
Sensation Novel	5386
Bigamy Novel	5387
Sensation Novel	5389
Short Stories	5391
Sensation Novel	5393
Sensation Novel	5396
Chronicles of Carlingford	5396
Bigamy Novel	5396
Sporting Novel	5398
Sporting Novel	5399
Prison Novel	5403
Prison Novel	5404
Character: Governess	5406
Sensation Novel	5406
Penguin Classics (2016)	5406
Oxford World's Classics (2017)	5406
Bigamy Novel	5406
Bigamy Novel	5407
Sensation Novel	5409
Character: Gypsy	5410
Sensation Novel	5410
Sensation Novel	5411
Sensation Novel	5417
Sensation Novel	5418
Sensation Novel	5419
Sensation Novel	5423
Sensation Novel	5426
Sensation Novel	5428
Four-Volume Novel	5429
Penguin Classics (2016)	5429
Broadview Editions (2017)	5429
Oxford World's Classics (2017)	5429
Sensation Novel	5433
Sensation Novel	5434
